Air_Conditioner,Antiquity,Bathrooms,Borough,Community_Zone,Concierge,District,Elevator,Emissions,Energy_Consumption,Ensuite,Equipped_Kitchen,Floor,Furnished,Garden,Len_Extras,Photos,Price,Rooms,Size,Swimming_Pool,Terrace,Type
0,50-70,1,Pinar del Rey,0,0,Hortaleza,1,G,G,0,0,1-4,0,0,1,19,800,3,82,0,0,Piso
1,50-70,1,Fuente del Berro,0,0,Salamanca,1,E,E,0,1,1-4,1,0,2,8,575,1,40,0,0,Piso
1,70-100,1,Argüelles,0,1,Moncloa,1,G,G,0,1,14-15,1,0,14,18,2100,2,79,0,0,Piso
1,70-100,1,Gaztambide,0,1,Chamberí,1,E,E,0,1,1-4,1,0,10,35,900,2,65,0,0,Piso
1,50-70,1,Hispanoamérica,1,1,Chamartín,1,E,E,0,1,1-4,1,0,13,12,1200,1,40,1,0,Piso
0,+100,1,Universidad,0,0,Centro,0,D,D,0,0,1-4,1,0,1,41,1100,2,53,0,0,Piso
1,30-50,2,Canillas,1,1,Hortaleza,1,G,G,1,1,1-4,0,0,18,22,2850,4,160,1,1,Piso
1,10-20,1,Valverde,0,0,Fuencarral,0,G,G,0,1,13,1,0,6,6,650,1,40,0,0,Apartamento
1,70-100,2,Almagro,1,0,Chamberí,1,G,G,0,1,1-4,0,0,13,14,1500,2,98,1,0,Piso
1,70-100,1,Almagro,0,0,Chamberí,1,G,G,0,1,1-4,0,0,7,12,1700,2,76,0,0,Piso
0,50-70,1,Vallehermoso,0,1,Chamberí,1,E,E,0,1,1-4,1,0,8,22,1200,2,75,0,1,Piso
0,30-50,2,Campamento,0,0,Latina,1,G,G,0,0,5-8,1,0,1,18,650,2,70,0,0,Piso
1,50-70,2,Vallehermoso,0,1,Chamberí,1,E,E,0,1,1-4,1,0,7,36,1400,2,84,0,0,Piso
1,70-100,1,Almagro,0,0,Chamberí,1,G,G,0,1,1-4,1,0,9,14,1245,1,50,0,0,Piso
0,30-50,1,Bellas Vistas,0,0,Tetuán,1,A,A,0,0,1-4,1,0,1,2,700,2,45,0,0,Piso
0,70-100,2,Argüelles,0,1,Moncloa,1,G,G,0,1,1-4,0,0,10,20,2000,3,165,0,0,Piso
0,10-20,1,Buenavista,0,1,Carabanchel,1,E,E,1,1,1-4,0,0,13,5,615,1,37,0,0,Piso
1,10-20,1,Costillares,1,0,Ciudad Lineal,1,C,F,0,1,5-8,0,0,5,12,1000,2,84,1,0,Piso
1,1-5,2,Valdefuentes,1,0,Hortaleza,1,G,G,0,1,5-8,0,0,10,22,1900,4,121,1,1,Ático
1,70-100,1,Almagro,0,0,Chamberí,1,G,G,0,1,1-4,1,0,4,15,700,1,30,0,0,Estudio
1,70-100,2,Ríos Rosas,0,1,Chamberí,1,G,G,1,1,Bajos,1,0,11,15,1550,2,83,0,0,Piso
1,10-20,2,Corralejos,1,1,Barajas,1,G,G,1,1,1-4,0,1,23,28,1400,2,115,1,1,Ático
1,10-20,1,Valdefuentes,1,0,Hortaleza,1,C,C,0,1,1-4,1,0,10,25,900,1,69,1,0,Apartamento
1,+100,1,Palacio,0,1,Centro,1,G,G,0,1,1-4,1,0,12,18,1200,1,70,0,0,Dúplex
1,+100,3,Embajadores,0,0,Centro,1,G,G,0,1,1-4,0,0,11,23,2400,3,140,0,1,Piso
0,50-70,3,Vallehermoso,0,0,Chamberí,1,G,G,0,1,1-4,0,0,12,29,3300,4,400,0,1,Piso
1,20-30,1,Justicia,0,0,Centro,1,G,G,0,1,1-4,1,0,6,24,1250,1,45,0,1,Ático
0,10-20,1,Berruguete,0,0,Tetuán,1,G,G,0,1,1-4,1,0,4,7,600,1,38,0,0,Apartamento
0,70-100,1,Guindalera,0,0,Salamanca,0,G,G,0,1,1-4,1,0,3,12,1000,2,75,0,0,Apartamento
1,10-20,1,Valdefuentes,1,0,Hortaleza,1,C,D,0,1,1-4,1,1,9,24,799,1,53,1,0,Piso
0,30-50,1,Castellana,0,0,Salamanca,0,G,G,0,0,1-4,0,0,1,22,630,1,41,0,0,Piso
0,70-100,1,Argüelles,0,0,Moncloa,1,G,G,0,1,1-4,0,0,3,16,900,3,70,0,0,Piso
0,+100,1,Universidad,0,0,Centro,1,G,G,0,1,1-4,0,0,4,13,750,1,35,0,0,Piso
1,30-50,2,Ciudad Jardín,1,1,Chamartín,1,G,G,0,0,1-4,1,0,8,20,1800,4,150,1,0,Piso
0,30-50,2,Peñagrande,1,1,Fuencarral,1,G,G,0,1,1-4,0,0,9,39,1300,4,106,1,1,Piso
1,+100,1,Justicia,0,0,Centro,1,D,D,0,1,1-4,1,0,11,8,950,1,55,0,0,Piso
0,50-70,2,Vallehermoso,0,1,Chamberí,1,E,E,0,1,1-4,1,0,9,15,1000,3,97,0,0,Piso
1,20-30,2,Canillas,1,1,Hortaleza,1,G,G,0,1,1-4,0,0,7,37,1050,2,85,1,0,Piso
1,+100,1,Sol,0,0,Centro,0,G,G,0,1,Sótano,0,0,7,10,5976,1,45,0,0,Apartamento
1,50-70,1,Arcos,0,0,Centro,0,G,G,0,1,Sótano,0,0,8,10,1841,1,65,0,0,Apartamento
1,+100,2,Recoletos,0,0,Salamanca,0,G,G,0,1,Bajos,0,0,7,21,3000,3,120,0,0,Apartamento
1,+100,1,Embajadores,0,0,Centro,0,G,G,0,1,Entresuelo,0,0,8,14,1300,3,81,0,0,Apartamento
0,50-70,1,Casa de Campo,1,0,Moncloa,1,E,E,0,1,Bajos,0,0,4,17,800,3,57,0,0,Piso
1,50-70,1,Peñagrande,0,1,Fuencarral,1,G,G,0,1,1-4,1,0,6,22,725,2,60,0,0,Piso
0,+100,1,Lista,0,0,Salamanca,1,G,G,0,1,1-4,1,0,2,8,850,2,65,0,0,Piso
1,1-5,1,Numancia,0,0,Puente de Vallecas,1,C,B,0,1,1-4,0,0,4,15,530,1,29,0,0,Estudio
1,70-100,2,Pacífico,0,0,Retiro,1,G,G,0,1,1-4,1,0,7,26,1050,2,82,0,0,Piso
0,30-50,1,Fontarrón,0,0,Moratalaz,0,G,G,0,1,1-4,0,0,2,20,750,2,70,0,0,Piso
1,30-50,1,Valdezarza,0,0,Moncloa,0,E,F,0,1,5-8,1,0,10,24,800,3,71,0,0,Piso
0,70-100,1,Arapiles,0,0,Chamberí,0,E,E,0,1,Bajos,0,0,7,18,700,2,63,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,1,G,G,0,1,1-4,1,0,9,25,590,1,65,0,0,Piso
1,70-100,1,Castellana,0,0,Salamanca,1,G,G,0,1,5-8,0,0,7,17,1300,1,92,0,0,Ático
1,30-50,2,Salvador,1,1,San Blas,1,A,A,1,1,1-4,0,1,20,26,1400,3,113,1,0,Piso
1,20-30,1,Cuatro Caminos,0,0,Tetuán,1,G,G,0,1,1-4,1,0,9,7,525,1,33,0,0,Estudio
0,10-20,1,Almendrales,0,0,Usera,1,F,F,0,1,1-4,1,0,9,14,1100,4,85,0,0,Piso
0,50-70,1,Arcos,0,0,San Blas,0,G,G,0,0,1-4,0,0,1,22,690,2,60,0,0,Piso
1,50-70,2,Vallehermoso,0,1,Chamberí,1,G,G,0,0,5-8,0,0,6,19,1950,2,150,0,1,Piso
1,50-70,1,Hispanoamérica,0,0,Chamartín,1,G,G,0,0,1-4,1,0,4,12,1950,1,80,1,0,Piso
1,10-20,1,Legazpi,0,0,Arganzuela,0,D,D,0,1,1-4,1,0,12,17,800,2,40,0,0,Piso
1,50-70,1,Guindalera,0,0,Salamanca,0,A,A,0,1,1-4,1,1,10,10,680,1,60,0,0,Piso
1,70-100,5,Goya,0,1,Salamanca,1,G,G,1,1,1-4,0,0,17,26,4200,4,300,0,0,Piso
1,1-5,4,Mirasierra,1,1,Fuencarral,1,G,G,1,1,1-4,0,0,14,51,2500,5,240,1,1,Piso
0,+100,1,Embajadores,0,0,Centro,0,B,A,0,1,1-4,1,0,5,7,900,2,7,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,G,G,0,1,1-4,1,0,9,7,725,2,50,0,0,Piso
1,10-20,1,Orcasur,0,0,Usera,1,G,G,0,1,1-4,1,0,12,14,650,1,35,0,0,Loft
1,+100,1,Justicia,0,1,Centro,1,G,G,0,1,1-4,1,0,13,14,1600,2,105,0,1,Piso
1,30-50,1,Castilla,0,0,Chamartín,0,G,G,0,1,Bajos,0,0,6,12,1193,1,50,0,0,Apartamento
1,50-70,1,Almendrales,0,1,Usera,1,E,E,0,1,5-8,1,0,12,23,800,3,60,0,0,Piso
0,+100,1,Embajadores,0,0,Centro,1,G,G,0,1,1-4,1,0,8,19,650,2,50,0,0,Piso
0,30-50,2,Canillas,0,0,Hortaleza,1,G,G,1,1,1-4,1,0,12,34,990,2,70,0,0,Piso
0,+100,1,Universidad,1,0,Centro,1,G,G,0,1,1-4,0,0,3,9,800,1,51,0,0,Piso
1,30-50,3,Estrella,1,1,Retiro,1,G,G,0,1,14-15,0,0,5,19,2100,3,161,0,0,Piso
1,10-20,2,Costillares,1,1,Ciudad Lineal,0,G,G,1,1,5-8,0,0,8,12,1200,1,100,1,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,G,G,0,1,1-4,1,0,7,9,625,1,40,0,0,Piso
0,30-50,1,Castilla,1,1,Chamartín,1,E,E,0,1,1-4,1,0,9,17,700,1,58,1,0,Estudio
0,50-70,1,Guindalera,0,0,Salamanca,0,G,G,0,1,Bajos,1,0,11,21,1050,3,70,0,0,Piso
0,50-70,1,Moscardó,0,0,Usera,1,G,G,0,1,1-4,1,0,6,10,790,3,60,0,0,Piso
1,30-50,2,Costillares,1,1,Ciudad Lineal,1,G,G,1,1,5-8,1,0,18,29,1500,2,111,1,0,Piso
0,50-70,1,Guindalera,0,0,Salamanca,0,G,G,0,1,1-4,1,0,11,25,1050,2,70,0,0,Piso
1,70-100,1,Ibiza,0,0,Retiro,1,G,G,0,1,1-4,1,0,5,48,850,1,46,0,0,Piso
0,30-50,1,San Isidro,0,0,Carabanchel,0,G,G,0,0,1-4,0,0,1,8,700,2,58,0,0,Piso
1,50-70,1,Castillejos,0,1,Tetuán,1,G,G,0,1,1-4,0,0,10,29,1000,2,60,0,0,Piso
1,+100,3,Palacio,0,1,Centro,1,G,G,1,1,1-4,1,0,15,23,3000,3,170,0,0,Piso
0,1-5,1,Numancia,0,0,Puente de Vallecas,1,C,C,0,1,1-4,1,0,11,11,600,1,64,0,1,Piso
0,+100,1,Universidad,0,0,Centro,1,G,G,0,1,1-4,1,0,9,19,750,1,60,0,0,Piso
0,50-70,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,G,G,0,1,1-4,1,0,9,10,750,2,70,0,1,Piso
1,5-10,3,Ciudad Jardín,1,1,Chamartín,1,G,G,0,1,1-4,0,0,11,12,3300,3,165,1,1,Dúplex
0,10-20,1,Opañel,0,0,Carabanchel,0,E,E,0,1,1-4,0,0,7,20,700,3,75,0,0,Piso
1,+100,1,Palacio,0,0,Centro,1,G,G,0,1,1-4,1,0,4,15,860,1,51,0,0,Estudio
1,70-100,5,Argüelles,0,1,Moncloa,1,G,G,1,1,1-4,0,0,16,32,4900,6,301,0,1,Piso
1,30-50,1,Niño Jesús,1,1,Retiro,1,G,G,0,1,1-4,1,1,11,22,1250,2,78,1,0,Piso
0,50-70,1,Guindalera,0,0,Salamanca,0,G,G,0,1,1-4,1,0,11,27,1000,2,70,0,0,Piso
0,50-70,1,Goya,0,1,Salamanca,1,G,G,0,1,1-4,1,0,10,18,1300,3,85,0,0,Piso
1,50-70,2,Castellana,0,0,Salamanca,1,B,B,0,1,1-4,1,0,5,60,3000,3,124,0,1,Piso
0,10-20,2,Valderrivas,1,1,Vicálvaro,1,G,G,0,1,1-4,1,0,10,13,1090,4,118,1,0,Piso
1,10-20,2,El Goloso,1,1,Fuencarral,1,E,E,1,1,1-4,1,0,14,9,1135,2,98,1,0,Piso
0,10-20,1,Apóstol Santiago,1,0,Hortaleza,1,C,B,0,1,1-4,0,0,6,5,1100,2,80,1,0,Piso
0,50-70,1,Cármenes,0,0,Latina,0,G,G,0,1,1-4,1,0,11,9,600,1,40,0,0,Estudio
1,70-100,2,Goya,0,1,Salamanca,1,G,G,1,1,1-4,1,0,13,14,3180,2,145,0,0,Piso
1,50-70,1,Hispanoamérica,0,0,Chamartín,0,D,D,1,1,1-4,0,0,13,12,950,1,65,0,0,Apartamento
0,70-100,1,Ríos Rosas,0,0,Chamberí,1,G,G,0,1,1-4,0,0,10,10,850,2,52,0,0,Piso
1,<1,2,Goya,0,1,Salamanca,1,G,G,1,1,1-4,1,0,15,17,3980,2,235,0,1,Piso
0,20-30,1,Villaverde Alto,0,0,Villaverde,1,E,E,0,1,1-4,0,0,4,18,600,2,51,0,0,Piso
0,30-50,1,Pilar,0,1,Fuencarral,1,E,E,0,1,9-12,1,0,9,16,1100,3,99,0,1,Piso
1,50-70,1,Ventas,0,0,Ciudad Lineal,1,G,G,0,1,5-8,0,0,10,9,1000,2,70,0,1,Ático
0,30-50,2,Recoletos,0,1,Salamanca,1,G,G,0,1,1-4,1,0,7,18,1350,2,75,0,0,Piso
0,30-50,1,Canillejas,0,0,San Blas,0,G,G,0,1,1-4,1,0,2,2,700,3,80,0,0,Piso
0,10-20,1,Valdefuentes,0,0,Hortaleza,1,A,A,0,0,1-4,0,1,4,8,850,1,60,1,1,Loft
1,50-70,1,Vallehermoso,0,0,Chamberí,1,G,G,0,1,5-8,1,0,7,25,800,3,45,0,0,Piso
1,+100,3,Recoletos,0,1,Salamanca,1,G,G,0,1,5-8,0,0,7,30,2200,3,130,0,0,Piso
1,+100,1,Universidad,0,0,Centro,1,G,G,0,1,1-4,0,0,4,11,750,1,55,0,0,Piso
1,30-50,1,Castellana,0,1,Salamanca,1,G,G,1,1,5-8,0,0,12,35,1050,1,60,0,0,Apartamento
0,10-20,1,Los Rosales,0,0,Villaverde,1,G,G,0,1,Bajos,0,0,7,13,500,1,45,0,0,Estudio
1,50-70,3,Castellana,0,1,Salamanca,1,G,G,1,1,1-4,0,0,17,25,3600,4,220,0,1,Piso
1,+100,1,Universidad,0,1,Centro,1,G,G,0,1,1-4,1,0,13,16,1850,1,78,0,0,Piso
0,50-70,2,Hellín,0,0,San Blas,1,G,G,0,1,5-8,1,0,2,22,850,3,100,0,1,Piso
1,70-100,1,Goya,0,0,Salamanca,1,G,G,0,1,Sótano,1,0,9,16,700,1,50,0,0,Piso
1,70-100,1,Arapiles,0,1,Chamberí,1,G,G,0,1,1-4,1,0,9,8,700,1,40,0,0,Apartamento
0,50-70,1,Guindalera,0,0,Salamanca,1,E,E,0,1,1-4,1,0,3,14,650,2,60,0,1,Piso
1,20-30,1,Acacias,1,1,Arganzuela,1,B,B,1,1,1-4,1,1,17,13,900,1,66,0,0,Piso
0,30-50,1,Universidad,0,0,Centro,0,G,G,0,0,1-4,0,0,1,10,500,1,27,0,0,Estudio
0,70-100,2,Gaztambide,0,0,Chamberí,1,G,G,0,1,1-4,1,0,10,16,1190,3,90,0,0,Piso
1,70-100,1,Ibiza,0,0,Retiro,1,E,E,0,1,1-4,0,0,5,26,1350,2,70,0,0,Piso
1,+100,3,Universidad,0,0,Centro,1,G,G,1,1,5-8,0,0,8,11,850,2,70,0,0,Ático
0,30-50,1,Estrella,0,1,Retiro,1,G,G,0,1,Bajos,0,0,6,20,699,1,60,0,1,Piso
1,30-50,2,Castilla,0,1,Chamartín,1,G,G,0,1,1-4,0,0,8,20,1200,4,117,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,0,G,G,0,1,1-4,1,0,9,21,990,2,60,0,0,Piso
1,70-100,1,Ríos Rosas,0,0,Chamberí,1,F,F,0,0,1-4,1,0,2,16,800,2,70,0,0,Piso
1,50-70,1,Ríos Rosas,0,1,Chamberí,1,F,F,0,0,1-4,0,0,4,14,650,1,33,0,0,Piso
1,70-100,2,Pacífico,1,1,Retiro,1,G,G,0,0,Bajos,0,0,6,31,1400,2,90,1,1,Piso
0,10-20,1,Ensanche de Vallecas,1,1,Villa de Vallecas,1,G,G,0,1,1-4,0,0,8,20,630,1,52,1,0,Piso
1,50-70,1,Ríos Rosas,0,1,Chamberí,1,E,E,0,0,1-4,1,0,4,30,1450,3,77,0,1,Piso
0,70-100,1,Ríos Rosas,0,0,Chamberí,1,G,G,0,1,1-4,0,0,9,11,850,2,52,0,0,Piso
0,50-70,2,Pueblo Nuevo,0,0,Ciudad Lineal,1,G,G,0,0,1-4,1,0,2,18,1150,4,158,0,0,Piso
1,10-20,2,Valderrivas,1,0,Vicálvaro,1,E,E,0,1,1-4,0,0,5,18,990,4,100,0,0,Piso
1,50-70,1,Cuatro Caminos,0,1,Tetuán,1,D,D,0,1,1-4,1,0,14,60,1290,2,77,0,0,Apartamento
1,10-20,2,Rosas,1,0,San Blas,1,G,G,0,0,1-4,0,0,3,29,1200,4,120,0,0,Piso
1,70-100,2,Goya,0,1,Salamanca,1,E,E,1,1,1-4,0,0,17,56,1800,3,140,0,0,Piso
1,30-50,1,Prosperidad,0,0,Chamartín,0,D,D,0,1,1-4,1,0,13,98,1350,2,65,0,0,Apartamento
1,30-50,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,G,G,0,1,1-4,1,0,11,13,800,3,88,0,1,Piso
1,70-100,2,Trafalgar,0,0,Chamberí,0,G,G,0,0,1-4,0,0,2,17,1100,2,67,0,0,Piso
0,30-50,1,Prosperidad,0,0,Chamartín,0,G,G,0,0,1-4,0,0,1,15,850,2,55,0,0,Piso
1,50-70,1,Ventas,0,0,Ciudad Lineal,0,E,E,0,1,1-4,1,0,11,18,790,2,74,0,0,Piso
0,30-50,2,Cuatro Caminos,0,0,Tetuán,0,G,G,0,0,5-8,0,0,2,35,1500,3,142,0,0,Piso
0,+100,1,Universidad,0,0,Centro,0,G,G,0,1,1-4,1,0,3,23,650,1,32,0,0,Piso
1,50-70,1,Ciudad Jardín,0,0,Chamartín,1,G,G,0,1,5-8,1,0,8,20,770,1,51,0,0,Piso
1,70-100,1,Delicias,1,1,Arganzuela,1,B,B,0,1,1-4,0,0,13,22,1000,1,56,1,0,Piso
0,50-70,1,Castilla,0,0,Chamartín,1,G,G,0,1,1-4,0,0,4,13,625,1,42,0,0,Apartamento
1,70-100,1,Lista,0,1,Salamanca,1,G,G,0,1,1-4,0,0,11,15,990,1,60,0,0,Piso
1,10-20,2,Valverde,1,1,Fuencarral,1,D,E,1,1,5-8,0,0,21,24,1450,3,98,1,0,Piso
0,50-70,1,San Diego,0,0,Puente de Vallecas,0,G,G,0,0,1-4,0,0,1,13,550,2,64,0,0,Piso
1,20-30,1,Imperial,0,0,Arganzuela,1,E,F,0,0,Bajos,0,0,3,13,499,1,36,0,0,Estudio
1,70-100,2,Ibiza,0,1,Retiro,1,G,G,0,1,1-4,0,0,10,21,1100,2,90,0,0,Piso
1,50-70,1,Pradolongo,0,0,Usera,0,G,G,0,0,1-4,0,0,2,30,800,2,79,0,0,Piso
0,10-20,2,Valdefuentes,1,0,Hortaleza,1,G,G,0,1,1-4,0,0,5,21,1200,2,70,0,0,Piso
0,30-50,1,Zofío,0,0,Usera,1,G,G,0,0,1-4,0,0,1,13,790,3,60,0,0,Piso
1,30-50,1,Castillejos,0,0,Tetuán,0,C,C,0,1,1-4,0,0,8,17,1200,3,90,0,0,Piso
1,+100,2,Palacio,0,0,Centro,1,G,G,0,1,1-4,0,0,6,25,1690,3,165,0,0,Piso
1,50-70,1,Puerta del Ángel,0,0,Latina,0,G,G,0,1,1-4,1,0,4,15,795,2,71,0,1,Piso
0,50-70,1,Moscardó,0,0,Usera,0,E,E,0,0,1-4,0,0,2,21,750,2,65,0,1,Piso
0,1-5,2,Embajadores,1,0,Centro,1,A,A,1,1,1-4,0,1,18,43,1790,2,157,1,0,Piso
1,30-50,1,Almenara,0,1,Tetuán,1,G,G,0,1,1-4,1,1,12,12,650,1,45,0,0,Estudio
1,+100,1,Recoletos,0,1,Salamanca,1,G,G,0,1,1-4,1,0,6,15,1000,1,40,0,0,Loft
1,50-70,3,Castellana,0,1,Salamanca,1,G,G,1,1,1-4,1,0,11,23,3300,3,196,0,1,Piso
0,+100,1,Universidad,0,0,Centro,1,D,D,0,1,1-4,1,0,3,22,1100,3,67,0,0,Piso
0,30-50,1,Pilar,0,1,Fuencarral,1,G,G,0,1,5-8,1,0,10,15,675,1,60,0,1,Piso
1,50-70,1,Castellana,0,1,Salamanca,1,G,G,0,1,1-4,1,0,9,11,550,1,31,0,0,Loft
1,+100,1,Castellana,0,1,Salamanca,1,G,G,1,1,1-4,0,0,10,14,850,1,50,0,0,Apartamento
1,70-100,2,Castellana,0,1,Salamanca,1,G,G,1,1,5-8,1,0,10,18,1600,2,135,0,0,Piso
0,70-100,1,Trafalgar,0,0,Chamberí,0,G,G,0,1,1-4,1,0,4,20,890,2,55,0,0,Apartamento
1,50-70,1,Pueblo Nuevo,1,0,Ciudad Lineal,1,G,G,0,1,1-4,0,0,12,25,825,2,94,1,0,Piso
0,30-50,2,Imperial,0,0,Arganzuela,0,G,G,0,1,5-8,1,0,3,52,1500,5,140,0,0,Piso
1,+100,2,Universidad,0,0,Centro,0,G,G,0,1,1-4,0,0,8,21,2900,2,105,0,0,Apartamento
1,+100,1,Recoletos,0,1,Salamanca,1,G,G,0,1,1-4,1,0,11,15,2000,1,67,0,0,Apartamento
1,70-100,2,Justicia,1,1,Centro,1,D,E,0,1,1-4,0,0,11,23,1400,2,71,1,0,Apartamento
1,70-100,1,Trafalgar,0,0,Chamberí,1,G,G,0,1,1-4,1,0,8,23,1500,2,120,0,0,Ático
0,30-50,2,Peñagrande,1,1,Fuencarral,1,G,G,0,1,1-4,0,0,11,34,1100,2,89,1,1,Piso
0,30-50,1,Pilar,0,0,Fuencarral,1,A,A,0,0,1-4,1,0,1,4,780,1,35,0,0,Piso
1,70-100,4,Almagro,0,0,Chamberí,1,G,G,0,1,5-8,1,0,3,41,4950,4,315,0,0,Piso
1,50-70,1,Moscardó,0,0,Usera,1,G,G,0,1,1-4,0,0,7,18,840,2,70,0,0,Piso
0,+100,1,Almagro,0,0,Chamberí,0,G,G,0,0,1-4,0,0,1,29,850,1,53,0,0,Piso
0,30-50,1,Casco Histórico de Vallecas,0,0,Villa de Vallecas,1,D,D,0,1,1-4,0,0,6,4,600,1,50,0,0,Piso
0,50-70,1,Peñagrande,0,1,Fuencarral,1,G,G,0,1,5-8,1,0,7,18,850,3,73,0,1,Piso
0,30-50,1,Zofío,0,0,Usera,1,B,B,0,0,1-4,0,0,1,1,250,1,40,0,0,Piso
1,50-70,1,Arcos,0,0,San Blas,0,G,G,0,1,1-4,0,0,4,7,700,2,70,0,0,Piso
1,+100,3,Universidad,0,1,Centro,1,G,G,1,1,9-12,1,0,11,53,3900,3,258,0,0,Piso
1,70-100,2,Trafalgar,0,0,Chamberí,1,G,G,0,1,Bajos,1,0,5,38,1300,3,65,0,0,Piso
1,70-100,1,Lista,1,1,Salamanca,1,G,G,0,1,5-8,0,0,6,8,665,1,25,1,0,Estudio
1,10-20,2,Acacias,1,1,Arganzuela,1,E,E,1,1,1-4,0,0,10,16,1169,3,76,0,0,Piso
1,50-70,2,Pueblo Nuevo,1,1,Ciudad Lineal,1,G,G,0,1,5-8,1,0,13,16,950,2,89,1,0,Piso
1,50-70,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,G,G,0,1,1-4,0,0,7,8,1000,1,41,0,0,Apartamento
0,50-70,1,Campamento,0,0,Latina,0,G,G,0,1,1-4,1,0,10,16,725,2,64,0,0,Piso
1,70-100,2,Goya,0,1,Salamanca,1,G,G,1,1,5-8,0,0,12,14,1900,4,150,0,0,Piso
0,50-70,3,Castellana,0,0,Salamanca,0,G,G,1,1,5-8,0,0,8,19,2300,4,170,0,1,Piso
0,10-20,2,Apóstol Santiago,0,0,Hortaleza,1,C,C,0,1,1-4,1,0,10,29,980,4,100,0,1,Piso
0,30-50,1,Castillejos,0,1,Tetuán,1,G,G,0,1,5-8,1,0,6,21,950,1,60,0,0,Apartamento
0,70-100,2,Lista,0,1,Salamanca,1,G,G,0,1,5-8,1,0,5,27,1250,3,85,0,0,Apartamento
1,70-100,2,Goya,0,1,Salamanca,1,G,G,0,1,1-4,0,0,8,28,2500,4,180,0,1,Piso
1,70-100,2,Lista,0,1,Salamanca,1,G,G,0,1,5-8,0,0,9,19,1800,3,123,0,1,Piso
1,70-100,2,Lista,0,1,Salamanca,1,G,G,0,1,1-4,1,0,5,19,1500,2,70,0,0,Piso
1,50-70,1,Guindalera,0,1,Salamanca,1,C,C,0,1,1-4,0,0,9,10,690,1,50,0,1,Loft
1,70-100,2,Castellana,0,0,Salamanca,1,G,G,0,1,1-4,0,0,6,20,2000,3,128,0,0,Piso
1,70-100,3,Goya,0,1,Salamanca,1,G,G,1,1,5-8,1,0,10,33,3500,4,209,0,0,Piso
1,70-100,1,Lista,1,1,Salamanca,1,G,G,0,0,5-8,0,0,3,5,675,1,25,1,0,Estudio
0,70-100,1,Ríos Rosas,0,1,Chamberí,1,E,E,0,0,1-4,1,0,3,17,850,1,44,0,0,Piso
1,10-20,2,Valderrivas,1,0,Vicálvaro,1,G,G,0,0,1-4,0,0,6,17,930,3,100,1,0,Piso
1,10-20,2,Valdefuentes,1,1,Hortaleza,1,G,G,0,1,1-4,0,0,13,14,1150,2,80,1,0,Piso
1,30-50,1,Bellas Vistas,0,1,Tetuán,1,G,G,0,0,5-8,0,0,3,6,650,1,60,0,0,Estudio
0,+100,2,Palacio,0,0,Centro,1,A,A,0,1,1-4,0,0,8,30,900,2,65,0,0,Dúplex
0,70-100,2,Chopera,0,0,Arganzuela,1,E,E,0,0,1-4,1,0,1,16,950,2,79,0,0,Piso
1,30-50,1,Bellas Vistas,0,1,Tetuán,1,G,G,0,0,5-8,0,0,3,6,720,1,60,0,0,Piso
1,50-70,2,Ríos Rosas,0,0,Chamberí,1,C,C,0,1,1-4,0,0,4,19,1200,3,109,0,0,Piso
0,70-100,1,Ríos Rosas,0,1,Chamberí,1,G,G,0,0,1-4,1,0,3,26,790,2,48,0,0,Piso
1,30-50,2,Salvador,0,0,San Blas,1,G,G,0,1,1-4,0,0,4,25,1300,3,70,0,0,Piso
0,70-100,1,Argüelles,1,0,Moncloa,1,G,G,0,0,1-4,0,0,2,21,700,1,33,0,0,Piso
1,70-100,1,Lista,1,1,Salamanca,1,G,G,0,1,1-4,0,0,5,10,825,1,53,1,0,Piso
0,50-70,1,Ríos Rosas,0,1,Chamberí,1,F,F,0,0,1-4,1,0,2,16,650,1,35,0,0,Piso
1,30-50,1,Peñagrande,1,1,Fuencarral,1,G,G,1,1,1-4,1,1,24,41,900,1,60,1,1,Apartamento
0,5-10,1,San Isidro,0,0,Carabanchel,0,F,F,0,0,1-4,1,0,1,9,850,2,75,0,0,Piso
1,70-100,2,Goya,0,0,Salamanca,1,G,G,0,1,1-4,0,0,4,33,1600,3,115,0,0,Piso
0,50-70,2,Lucero,0,0,Latina,1,G,G,0,1,9-12,1,0,9,21,1000,3,87,0,1,Piso
1,70-100,1,Almagro,0,1,Chamberí,1,B,B,0,1,5-8,0,0,10,20,850,1,60,0,1,Piso
0,+100,1,Universidad,0,0,Centro,0,G,G,0,1,1-4,1,0,3,7,650,1,36,0,0,Estudio
1,50-70,1,Casco Histórico de Vicálvaro,0,0,Vicálvaro,0,G,G,0,1,1-4,0,0,9,10,670,2,50,0,0,Piso
1,50-70,2,Cuatro Caminos,0,1,Tetuán,1,G,G,0,1,1-4,1,0,12,14,1600,3,100,0,0,Piso
0,50-70,2,Hispanoamérica,0,1,Chamartín,0,G,G,0,1,1-4,0,0,5,7,1300,3,97,0,0,Piso
1,10-20,2,Rejas,1,1,San Blas,1,C,C,0,1,1-4,0,1,16,26,975,2,75,1,0,Piso
